2020-04-21 16:59:08,409 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-04-21 16:59:08,714 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-04-21 16:59:08,718 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-04-21 16:59:08,719 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-04-21 16:59:08,956 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-04-21 16:59:08,957 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-04-21 16:59:10,067 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-04-21 17:27:32,141 INFO  SwAddin.cs: 271 - Assembly export called for file Assem2
2020-04-21 17:27:32,239 INFO  SwAddin.cs: 276 - Save is required
2020-04-21 17:27:32,241 INFO  SwAddin.cs: 290 - Saving assembly
2020-04-21 17:27:32,245 INFO  SwAddin.cs: 293 - Opening property manager
2020-04-21 17:27:32,563 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Assem2
2020-04-21 17:27:32,706 INFO  ExportHelperExtension.cs: 1142 - Found 28 in Assem2
2020-04-21 17:27:32,707 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Assem2
2020-04-21 17:27:32,707 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-04-21 17:27:32,709 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-04-21 17:27:32,711 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from body-1
2020-04-21 17:27:32,711 INFO  ExportHelperExtension.cs: 1142 - Found 25 in body-1
2020-04-21 17:27:32,712 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in body-1
2020-04-21 17:27:32,713 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel-3
2020-04-21 17:27:32,713 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-3
2020-04-21 17:27:32,714 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel-3
2020-04-21 17:27:32,714 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel-4
2020-04-21 17:27:32,715 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-4
2020-04-21 17:27:32,715 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel-4
2020-04-21 17:27:32,715 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel-2
2020-04-21 17:27:32,716 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-2
2020-04-21 17:27:32,716 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel-2
2020-04-21 17:27:32,717 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel-1
2020-04-21 17:27:32,717 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-1
2020-04-21 17:27:32,717 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel-1
2020-04-21 17:27:32,718 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Assem2
2020-04-21 17:27:32,718 INFO  ExportHelperExtension.cs: 1142 - Found 28 in Assem2
